Datetime,PM2.5,PM10,NOx,CO
2018-01-13 12:00:00,246.96,341.46,1.35,1.38
2018-01-14 12:00:00,179.59,297.1,1.86,1.12
2018-01-15 12:00:00,192.12,336.75,2.91,1.19
2018-01-16 12:00:00,129.65,258.62,2.19,1.23
2018-01-17 12:00:00,239.26,334.27,24.51,1.17
2018-01-18 12:00:00,298.0,459.54,87.51,1.66
2018-01-19 12:00:00,243.32,362.39,72.3,1.38
2018-01-20 12:00:00,142.82,247.07,63.82,0.98
2018-01-21 12:00:00,102.72,199.08,87.6,0.96
2018-01-22 12:00:00,162.15,290.37,63.82,1.16
2018-01-23 12:00:00,152.44,281.66,48.69,1.14
2018-01-24 12:00:00,147.24,193.51,49.43,1.19
2018-01-25 12:00:00,92.92,134.26,41.37,1.12
2018-01-26 12:00:00,136.1,218.19,55.87,1.15
2018-01-27 12:00:00,170.62,288.78,55.86,1.1
2018-01-28 12:00:00,151.16,228.15,62.16,1.53
2018-01-29 12:00:00,156.21,238.79,60.54,1.26
2018-01-30 12:00:00,149.36,247.85,54.42,2.78
2018-01-31 12:00:00,124.57,233.32,51.71,3.36
2018-02-01 12:00:00,217.05,398.16,69.1,1.4
2018-02-02 12:00:00,205.25,375.25,58.42,1.78
2018-02-03 12:00:00,186.12,347.44,47.44,0.93
2018-02-04 12:00:00,149.14,285.97,40.09,1.04
2018-02-05 12:00:00,199.04,377.43,53.73,1.04
2018-02-06 12:00:00,126.02,243.17,45.44,0.95
2018-02-07 12:00:00,144.71,282.97,40.66,0.94
2018-02-08 12:00:00,166.72,294.33,51.21,0.93
2018-02-09 12:00:00,202.7,347.74,50.95,0.98
2018-02-10 12:00:00,216.23,364.0,79.84,1.12
2018-02-11 12:00:00,136.58,282.17,68.63,0.93
2018-02-12 12:00:00,78.94,245.53,37.85,0.75
2018-02-13 12:00:00,159.24,231.98,70.55,1.38
2018-02-14 12:00:00,72.39,159.25,39.74,0.89
2018-02-15 12:00:00,91.76,182.03,38.08,0.87
2018-02-16 12:00:00,123.6,225.12,43.32,1.09
2018-02-17 12:00:00,128.76,244.75,41.21,1.05
2018-02-18 12:00:00,135.19,234.99,41.69,0.9
2018-02-19 12:00:00,152.52,286.37,54.7,0.98
2018-02-20 12:00:00,144.69,286.48,49.89,1.03
2018-02-21 12:00:00,158.54,309.62,79.38,1.07
2018-02-22 12:00:00,189.95,353.15,63.97,1.07
2018-02-23 12:00:00,198.11,389.03,73.94,1.24
2018-02-24 12:00:00,181.41,405.86,54.16,1.31
2018-02-25 12:00:00,85.35,190.53,51.02,0.84
2018-02-26 12:00:00,63.6,154.88,40.87,0.79
2018-02-27 12:00:00,80.59,179.63,41.12,0.84
2018-02-28 12:00:00,156.03,298.73,51.24,1.24
2018-03-01 12:00:00,136.09,270.42,43.6,1.04
2018-03-02 12:00:00,137.41,265.12,36.77,0.96
2018-03-03 12:00:00,109.67,236.37,47.55,1.06
2018-03-04 12:00:00,73.72,176.32,40.4,0.75
2018-03-05 12:00:00,70.99,156.7,39.06,0.88
2018-03-06 12:00:00,85.96,192.51,37.34,0.74
2018-03-07 12:00:00,97.16,199.51,38.14,1.03
2018-03-08 12:00:00,106.67,216.49,61.89,0.98
2018-03-09 12:00:00,91.11,193.05,41.75,0.78
2018-03-10 12:00:00,91.0,196.44,38.84,0.79
2018-03-11 12:00:00,107.63,210.55,38.68,0.94
2018-03-12 12:00:00,91.81,211.04,38.72,0.89
2018-03-13 12:00:00,89.19,214.44,38.33,0.91
2018-03-14 12:00:00,62.61,240.4,38.98,0.77
2018-03-15 12:00:00,67.31,420.21,36.24,0.74
2018-03-16 12:00:00,122.19,284.42,35.94,0.89
2018-03-17 12:00:00,69.89,176.54,29.2,0.87
2018-03-18 12:00:00,78.64,175.22,31.61,0.86
2018-03-19 12:00:00,87.44,220.92,46.18,0.88
2018-03-20 12:00:00,125.1,251.48,46.16,0.88
2018-03-21 12:00:00,148.05,272.78,46.88,1.19
2018-03-22 12:00:00,120.35,254.83,48.83,1.16
2018-03-23 12:00:00,57.55,150.06,30.88,0.77
2018-03-24 12:00:00,61.48,175.26,34.05,0.78
2018-03-25 12:00:00,89.83,194.89,31.53,0.84
2018-03-26 12:00:00,73.31,194.79,35.02,0.87
2018-03-27 12:00:00,85.29,207.88,44.42,0.89
2018-03-28 12:00:00,62.54,195.46,39.77,0.62
2018-03-29 12:00:00,84.09,209.98,33.84,0.74
2018-03-30 12:00:00,71.93,214.35,31.88,0.74
2018-03-31 12:00:00,75.29,245.76,33.74,0.84
2018-04-01 12:00:00,67.29,181.1,35.08,0.75
2018-04-02 12:00:00,85.87,244.33,37.43,0.8
2018-04-03 12:00:00,86.05,232.57,38.65,0.84
2018-04-04 12:00:00,96.11,226.24,40.39,0.92
2018-04-05 12:00:00,96.18,222.04,37.58,0.78
2018-04-06 12:00:00,117.37,273.92,48.33,1.45
2018-04-07 12:00:00,51.82,173.7,39.89,1.0
2018-04-08 12:00:00,49.58,150.96,41.06,1.01
2018-04-09 12:00:00,33.6,76.46,49.44,1.24
2018-04-10 12:00:00,82.23,252.06,34.74,1.11
2018-04-11 12:00:00,52.08,151.55,36.61,0.82
2018-04-12 12:00:00,48.37,94.83,32.19,1.04
2018-04-13 12:00:00,50.04,109.42,32.93,0.91
2018-04-14 12:00:00,75.24,165.47,36.31,1.05
2018-04-15 12:00:00,90.58,187.59,39.27,1.09
2018-04-16 12:00:00,94.04,292.88,63.83,1.5
2018-04-17 12:00:00,60.5,183.47,34.85,0.69
2018-04-18 12:00:00,63.86,208.53,30.66,0.62
2018-04-19 12:00:00,90.56,288.74,35.29,0.77
2018-04-20 12:00:00,102.8,459.4,35.64,0.62
2018-04-21 12:00:00,134.98,620.91,29.9,0.67
2018-04-22 12:00:00,65.42,222.18,27.27,0.65
2018-04-23 12:00:00,56.42,241.2,32.93,0.8
2018-04-24 12:00:00,101.01,238.49,37.79,0.69
2018-04-25 12:00:00,91.16,249.68,35.84,0.79
2018-04-26 12:00:00,192.02,476.99,43.39,1.36
2018-04-27 12:00:00,97.83,316.91,40.12,0.99
2018-04-28 12:00:00,99.06,376.67,37.57,1.07
2018-04-29 12:00:00,92.56,250.58,35.92,1.19
2018-04-30 12:00:00,72.23,184.56,39.9,0.98
2018-05-01 12:00:00,55.67,178.39,41.8,0.68
2018-05-02 12:00:00,60.93,178.88,42.91,0.9
