Datetime,PM2.5,PM10,NOx,CO
2018-01-11 12:00:00,25.92,58.32,20.26,1.09
2018-01-12 12:00:00,43.25,69.21,23.87,1.0
2018-01-13 12:00:00,31.29,61.1,17.93,0.77
2018-01-14 12:00:00,37.9,99.82,19.58,0.71
2018-01-15 12:00:00,39.51,92.28,12.85,0.94
2018-01-16 12:00:00,39.89,96.31,19.9,0.6
2018-01-17 12:00:00,41.03,117.27,20.46,0.88
2018-01-18 12:00:00,38.71,101.89,19.18,0.71
2018-01-19 12:00:00,32.6,84.65,18.4,1.01
2018-01-20 12:00:00,34.44,89.89,19.96,0.96
2018-01-21 12:00:00,34.4,117.84,15.12,1.0
2018-01-22 12:00:00,39.66,124.02,20.68,1.03
2018-01-23 12:00:00,56.26,146.12,11.6,0.81
2018-01-24 12:00:00,45.79,99.38,18.56,1.03
2018-01-25 12:00:00,25.15,85.43,7.38,0.94
2018-01-26 12:00:00,39.71,87.84,9.66,0.93
2018-01-27 12:00:00,43.79,125.79,14.29,0.75
2018-01-28 12:00:00,34.47,107.04,15.15,0.94
2018-01-29 12:00:00,37.14,127.51,18.53,0.92
2018-01-30 12:00:00,21.17,101.66,17.16,1.14
2018-01-31 12:00:00,38.21,89.9,18.75,1.05
2018-02-01 12:00:00,31.75,90.27,18.68,0.88
2018-02-02 12:00:00,23.3,96.06,18.77,10.16
2018-02-03 12:00:00,24.09,103.31,14.48,0.8
2018-02-04 12:00:00,22.87,85.26,11.86,1.0
2018-02-05 12:00:00,29.62,92.74,17.15,0.84
2018-02-06 12:00:00,30.43,109.29,12.19,0.98
2018-02-07 12:00:00,32.86,116.08,13.49,0.72
2018-02-08 12:00:00,20.99,73.47,18.92,0.95
2018-02-09 12:00:00,27.11,76.34,13.54,1.16
2018-02-10 12:00:00,43.32,106.42,23.4,0.89
2018-02-11 12:00:00,30.6,81.77,11.02,0.5
2018-02-12 12:00:00,25.72,84.31,14.47,0.97
2018-02-13 12:00:00,27.17,58.04,12.58,1.28
2018-02-14 12:00:00,26.11,70.65,12.69,0.89
2018-02-15 12:00:00,31.25,69.19,12.14,1.19
2018-02-16 12:00:00,38.2,56.47,16.01,1.02
2018-02-17 12:00:00,34.95,67.02,13.7,1.38
2018-02-18 12:00:00,30.9,66.92,11.35,0.86
2018-02-19 12:00:00,30.45,68.77,17.43,1.13
2018-02-20 12:00:00,31.73,,17.38,1.07
2018-02-21 12:00:00,38.76,82.31,19.39,1.42
2018-02-22 12:00:00,33.2,62.43,17.83,0.69
2018-02-23 12:00:00,37.49,81.47,16.11,1.07
2018-02-24 12:00:00,20.53,58.77,14.07,0.92
2018-02-25 12:00:00,18.32,24.77,11.96,0.98
2018-02-26 12:00:00,20.07,28.85,16.27,1.32
2018-02-27 12:00:00,20.65,23.49,12.08,0.93
2018-02-28 12:00:00,27.53,16.23,21.86,0.76
2018-03-01 12:00:00,24.49,91.48,14.34,0.83
2018-03-02 12:00:00,27.98,111.18,20.68,0.69
2018-03-03 12:00:00,31.6,,17.58,1.0
2018-03-04 12:00:00,34.46,128.82,19.96,0.89
2018-03-05 12:00:00,25.38,109.45,35.11,0.96
2018-03-06 12:00:00,25.64,102.43,22.06,1.56
2018-03-07 12:00:00,30.67,143.29,16.81,0.99
2018-03-08 12:00:00,23.09,150.66,12.67,1.58
2018-03-09 12:00:00,56.7,152.48,16.02,0.86
2018-03-10 12:00:00,55.7,154.2,13.45,0.97
2018-03-11 12:00:00,60.81,151.44,14.27,1.03
2018-03-12 12:00:00,31.82,95.41,13.9,1.03
2018-03-13 12:00:00,22.27,,13.62,1.2
2018-03-14 12:00:00,27.14,,12.87,1.36
2018-03-15 12:00:00,33.22,,12.54,1.56
2018-03-16 12:00:00,24.91,33.78,19.1,1.02
2018-03-17 12:00:00,33.34,29.46,37.17,1.21
2018-03-18 12:00:00,36.18,36.26,24.87,1.09
2018-03-19 12:00:00,36.1,53.47,25.58,0.77
2018-03-20 12:00:00,57.48,61.0,26.71,2.83
2018-03-21 12:00:00,41.8,0.91,19.15,2.73
2018-03-22 12:00:00,39.42,67.87,15.41,2.38
2018-03-23 12:00:00,42.52,87.23,24.49,0.59
2018-03-24 12:00:00,24.36,45.33,11.15,0.65
2018-03-25 12:00:00,,90.56,52.93,1.27
2018-03-26 12:00:00,,69.68,44.04,0.38
2018-03-27 12:00:00,,,0.0,0.44
2018-03-28 12:00:00,,,5.01,0.87
2018-03-29 12:00:00,,,18.32,2.02
2018-03-30 12:00:00,,78.15,15.97,0.93
2018-03-31 12:00:00,,67.07,22.56,1.23
2018-04-01 12:00:00,,84.78,12.06,0.5
2018-04-02 12:00:00,,103.42,12.88,0.88
2018-04-03 12:00:00,,102.16,18.1,0.78
2018-04-04 12:00:00,,82.9,14.32,0.8
2018-04-05 12:00:00,,88.32,22.67,0.51
2018-04-06 12:00:00,,83.09,37.05,1.18
2018-04-07 12:00:00,,109.08,19.2,0.95
2018-04-08 12:00:00,,,7.11,0.68
2018-04-09 12:00:00,,,7.04,0.87
2018-04-10 12:00:00,,43.69,34.66,0.92
2018-04-11 12:00:00,,48.13,33.75,0.95
2018-04-12 12:00:00,,58.32,22.98,0.73
2018-04-13 12:00:00,31.14,85.66,35.17,0.87
2018-04-14 12:00:00,,52.38,35.64,1.46
2018-04-15 12:00:00,,62.35,10.02,0.58
2018-04-16 12:00:00,35.47,59.74,9.58,0.76
2018-04-17 12:00:00,21.22,43.25,24.6,0.97
2018-04-18 12:00:00,28.69,62.84,19.52,1.04
2018-04-19 12:00:00,44.02,78.94,12.63,0.98
2018-04-20 12:00:00,48.64,67.85,11.66,0.72
2018-04-21 12:00:00,45.67,44.92,16.33,0.62
2018-04-22 12:00:00,39.98,40.58,13.49,0.78
2018-04-23 12:00:00,29.79,62.98,14.94,0.86
2018-04-24 12:00:00,39.53,67.11,14.51,0.65
2018-04-25 12:00:00,17.48,53.76,16.28,0.87
2018-04-26 12:00:00,45.48,,11.4,0.81
2018-04-27 12:00:00,14.64,,20.72,1.01
2018-04-28 12:00:00,26.26,,19.77,0.82
2018-04-29 12:00:00,23.84,,28.14,0.6
2018-04-30 12:00:00,19.82,,10.16,0.72
2018-05-01 12:00:00,18.08,,8.67,0.5
2018-05-02 12:00:00,33.81,,11.54,1.08
